"Postialue","Inhabitants, total, 2017","Inhabitants aged 18-64, 2017","Employment rate %, 2017","Unemployment rate %, 2017","Economic dependency ratio, 2017"
"95100 Kuivaniemi Keskus   (Ii )",921,477,60.4,20.2,214
"95110 Kuivaniemi kk   (Ii )",322,171,63.7,20.4,190
"95130 Hyryoja   (Ii )",139,60,73.3,13.7,216
"95160 Oijärvi-Lamminperä   (Ii )",186,101,50.5,28.2,258
"95200 Simo Keskus   (Simo )",1293,647,64.0,14.6,206
"95210 Filpus   (Simo )",231,119,69.7,9.8,172
"95220 Simoniemi   (Simo )",325,161,70.2,10.3,183
"95225 Viantie   (Simo )",216,104,60.6,14.9,238
"95230 Maksniemi   (Simo )",776,399,69.4,9.5,176
"95255 Alaniemi   (Simo )",79,33,69.7,11.5,244
"95260 Tainionjoki   (Simo )",52,29,44.8,27.8,247
"95270 Yli-Kärppä-Tainionjoki   (Simo )",106,62,50.0,26.2,212
"95300 Tervola Keskus   (Tervola )",1702,882,64.9,15.4,197
"95310 Liedakkala   (Keminmaa )",447,243,76.1,11.1,139
"95315 Törmä   (Keminmaa )",207,115,76.5,13.7,128
"95325 Paakkola   (Tervola )",160,89,64.0,16.2,171
"95330 Tervola   (Tervola )",502,279,59.5,21.3,199
"95340 Loue   (Tervola )",261,141,68.8,15.7,169
"95350 Peura   (Tervola )",17,..,..,..,..
"95355 Koivu-Peura   (Tervola )",246,132,58.3,23.8,208
"95365 Maula   (Keminmaa )",264,143,65.0,13.9,181
"95370 Itäkoski   (Keminmaa )",182,101,75.2,10.6,133
"95375 Yli-Paakkola   (Tervola )",108,48,81.3,9.3,177
"95400 Tornio Keskus   (Tornio )",2657,1474,55.2,17.2,224
"95410 Kiviranta   (Tornio )",3201,1758,68.5,14.3,162
"95420 Miukki-Palosaari-Luotomäki   (Tornio )",3729,2271,62.8,18.1,160
"95430 Suensaari   (Tornio )",1220,721,56.7,19.6,196
"95440 Kyläjoki   (Tornio )",928,493,71.6,10.4,159
"95450 Kirkonmäki   (Tornio )",3528,2099,79.3,8.0,110
"95460 Kantojärvi   (Tornio )",1089,565,73.5,12.6,162
"95470 Pirkkiö-Röyttä   (Tornio )",923,542,73.8,11.5,127
"95490 Terästehtaanalue   (Tornio )",0,0,0.0,0.0,0
"95500 Vojakkala-Yli-Liakka   (Tornio )",1118,626,74.1,8.3,138
"95520 Kukkola   (Tornio )",321,179,73.7,14.3,141
"95530 Karunki   (Tornio )",784,357,71.7,7.2,202
"95540 Korpikylä   (Tornio )",70,33,60.6,16.7,250
"95560 Aapajoki   (Tornio )",202,115,76.5,5.4,130
"95590 Arpela   (Tornio )",805,443,70.2,14.8,153
"95600 Ylitornio Keskus   (Ylitornio )",2061,1076,67.4,12.1,179
"95610 Kainuunkylä   (Ylitornio )",208,111,77.5,8.5,139
"95615 Pekanpää   (Ylitornio )",100,54,81.5,6.4,127
"95620 Aavasaksa   (Ylitornio )",402,220,60.0,18.0,202
"95630 Kuivakangas   (Ylitornio )",146,85,68.2,14.7,148
"95635 Kaulinranta   (Ylitornio )",239,122,63.1,13.5,210
"95640 Juoksenki   (Pello )",202,103,59.2,21.8,231
"95645 Turtola   (Pello )",263,140,63.6,16.0,189
"95655 Etelä-Portimojärvi   (Ylitornio )",122,70,65.7,14.8,165
"95660 Kantomaanpää   (Ylitornio )",153,72,65.3,16.1,219
"95670 Pessalompolo   (Ylitornio )",106,36,61.1,24.1,382
"95675 Meltosjärvi   (Ylitornio )",132,39,46.2,28.0,633
"95680 Lohijärvi   (Ylitornio )",49,17,64.7,26.7,346
"95690 Mellakoski   (Ylitornio )",175,90,58.9,20.9,224
"95700 Pello Keskus   (Pello )",2224,1116,63.4,16.5,208
"95710 Naamijoki   (Pello )",37,28,57.1,30.4,131
"95720 Jarhoinen   (Pello )",41,23,56.5,27.8,215
"95750 Orajärvi   (Pello )",113,57,54.4,16.2,265
"95760 Konttajärvi   (Pello )",101,47,59.6,20.0,261
"95770 Lankojärvi   (Pello )",176,78,60.3,25.4,259
"95780 Sirkkakoski   (Pello )",105,64,68.8,15.4,133
"95790 Lampsijärvi   (Pello )",82,39,69.2,15.6,204
"95800 Sieppijärvi-Taapajärvi   (Kolari )",486,247,62.8,18.8,206
"95830 Vaattojärvi   (Kolari )",168,87,74.7,11.0,155
"95840 Venejärvenkylä   (Kolari )",59,31,45.2,26.3,321
"95850 Ruokojärvi   (Kolari )",30,19,42.1,38.5,275
"95860 Pasmajärvi   (Kolari )",34,22,68.2,21.1,113
"95900 Kolari Keskus   (Kolari )",1759,952,68.4,13.5,165
"95920 Saaripudas   (Kolari )",171,88,67.0,13.2,185
"95930 Äkäsjoensuu   (Kolari )",121,70,71.4,13.8,137
"95940 Tapojärvi   (Muonio )",44,25,64.0,15.8,175
"95950 Kihlanki-Tapojärvi   (Muonio )",55,30,63.3,5.0,162
"95970 Äkäslompolo   (Muonio )",548,377,80.6,7.0,77
"95980 Ylläsjärvi   (Kolari )",270,178,82.6,4.5,82
"95990 Kurtakko   (Kolari )",83,53,79.2,10.6,98
"96100 Rovaniemi Keskus   (Rovaniemi )",10239,6616,65.6,12.9,134
"96190 Lapinrinne-Ahokangas   (Rovaniemi )",4325,2579,77.7,8.2,114
"96200 Sahanperä-Ratantaus   (Rovaniemi )",4835,3032,66.5,12.7,137
"96300 Niemelänkangas-Korvanniemi   (Rovaniemi )",5793,4264,60.6,12.3,123
"96320 Teollisuuskylä   (Rovaniemi )",5,..,..,..,..
"96400 Pullinranta-Kiiruna   (Rovaniemi )",3565,2303,67.1,10.5,128
"96440 Ounasrinne   (Rovaniemi )",3240,1991,62.3,19.5,158
"96460 Pöykkölä   (Rovaniemi )",2796,1721,81.1,6.7,99
"96500 Korkalovaara   (Rovaniemi )",5657,3370,65.4,17.3,152
"96600 Koskenkylä   (Rovaniemi )",1212,710,78.3,7.9,117
"96700 Niskanperä   (Rovaniemi )",759,456,73.9,14.5,123
"96800 Ylikylä-Patosaari   (Rovaniemi )",1839,1079,76.1,10.2,124
"96900 Saarenkylä   (Rovaniemi )",7051,3961,78.0,8.7,126
"96910 Syväsenvaara   (Rovaniemi )",2921,1710,75.4,9.0,124
"96930 Napapiiri Rovaniemi   (Rovaniemi )",59,34,82.4,9.7,111
"96960 Someroharju   (Rovaniemi )",149,107,72.9,18.8,91
"97110 Rautionsaari   (Rovaniemi )",480,247,75.3,9.3,154
"97130 Hirvas   (Rovaniemi )",890,514,75.5,13.2,129
"97140 Muurola   (Rovaniemi )",1193,656,58.5,19.3,206
"97145 Totonvaara   (Rovaniemi )",10,..,..,..,..
"97160 Petäjäinen   (Rovaniemi )",122,80,62.5,20.6,139
"97170 Jaatila   (Rovaniemi )",164,98,70.4,12.7,131
"97220 Sinettä   (Rovaniemi )",818,478,73.2,14.6,132
"97240 Sonka   (Rovaniemi )",284,136,56.6,16.3,264
"97250 Raanujärvi   (Ylitornio )",186,91,63.7,18.3,215
"97280 Tapio   (Rovaniemi )",303,152,67.1,12.8,197
"97290 Marraskoski   (Rovaniemi )",109,60,60.0,14.3,195
"97310 Patokoski   (Rovaniemi )",153,80,61.3,16.9,189
"97320 Marrasjärvi   (Rovaniemi )",70,37,56.8,30.0,218
"97330 Rattosjärvi   (Pello )",45,22,72.7,20.0,165
"97335 Ruuhivaara   (Pello )",85,45,48.9,15.4,270
"97340 Meltaus-Jääskö-Perttaus   (Rovaniemi )",262,130,62.3,22.1,216
"97370 Unarin-Luusua   (Sodankylä )",44,24,70.8,10.5,159
"97380 Kukasranta   (Sodankylä )",27,..,..,..,..
"97390 Kierinki   (Sodankylä )",125,61,62.3,20.8,229
"97420 Lohiniva   (Kittilä )",416,210,65.2,17.5,201
"97430 Taapajärvi   (Kolari )",3,..,..,..,..
"97470 Alakylä-Sailehto   (Kittilä )",140,79,68.4,14.3,159
"97510 Vikajärvi   (Rovaniemi )",177,106,60.4,17.9,172
"97520 Nampa   (Rovaniemi )",47,23,73.9,10.5,177
"97530 Nampa-Yli-Nampa   (Rovaniemi )",86,42,57.1,14.3,258
"97540 Tiainen   (Rovaniemi )",90,49,51.0,21.9,260
"97580 Misi   (Rovaniemi )",77,41,53.7,29.0,250
"97590 Raajärvi   (Kemijärvi )",11,..,..,..,..
"97610 Oikarainen   (Rovaniemi )",430,252,70.6,14.8,139
"97615 Tennirova   (Rovaniemi )",28,..,..,..,..
"97620 Viiri-Tennirova   (Rovaniemi )",73,45,64.4,23.7,143
"97625 Vanttauskoski   (Rovaniemi )",337,172,54.7,24.8,259
"97630 Pekkala   (Rovaniemi )",101,49,55.1,25.0,261
"97635 Juuniemi   (Rovaniemi )",80,49,63.3,18.4,150
"97645 Juujärvi   (Kemijärvi )",105,46,50.0,11.5,338
"97650 Juotas   (Rovaniemi )",127,72,61.1,20.0,189
"97655 Autti   (Rovaniemi )",141,70,52.9,22.9,271
"97665 Pohjasperä   (Ranua )",166,86,57.0,18.3,232
"97670 Kivitaipale   (Rovaniemi )",257,142,66.9,18.8,168
"97675 Narkaus-Kämät   (Rovaniemi )",139,82,61.0,20.6,157
"97680 Saari-Kämä   (Rovaniemi )",84,49,73.5,12.2,133
"97685 Siika-Kämä   (Rovaniemi )",36,19,31.6,25.0,414
"97690 Sulaoja   (Rovaniemi )",117,72,68.1,16.9,139
"97700 Ranua Keskus   (Ranua )",3066,1545,63.4,14.6,210
"97715 Raiskio   (Ranua )",186,99,55.6,20.3,226
"97720 Yli-Simo-Raiskio   (Ranua )",90,52,55.8,21.6,210
"97760 Saariharju   (Ranua )",129,64,57.8,27.5,249
"97765 Kuha-Impiö-Itäranua   (Ranua )",87,38,52.6,23.1,335
"97770 Petäjäjärvi   (Ranua )",14,..,..,..,..
"97780 Kuukasjärvi-Petäjäjärvi   (Ranua )",113,45,75.6,8.1,232
"97785 Kelankylä   (Ranua )",70,39,69.2,20.6,159
"97810 Suorsa   (Posio )",15,..,..,..,..
"97815 Pernu-Suorsa   (Posio )",62,29,72.4,8.7,170
"97820 Perä-Posio   (Posio )",97,35,51.4,21.7,439
"97840 Lehtiniemi   (Posio )",102,59,62.7,19.6,176
"97850 Ristilä   (Posio )",88,37,40.5,44.4,487
"97870 Jumisko   (Posio )",38,21,38.1,33.3,375
"97880 Nolimo-Jumisko   (Posio )",35,23,52.2,33.3,192
"97890 Karjalaisenniemi   (Posio )",238,137,70.1,11.1,145
"97895 Mourujärvi   (Posio )",99,60,63.3,24.0,161
"97900 Posio Keskus   (Posio )",1784,881,58.1,19.0,242
"97920 Suonnankylä   (Posio )",94,57,59.6,19.0,169
"97925 Tolva   (Posio )",55,25,56.0,26.3,293
"97940 Lohiranta   (Posio )",78,43,69.8,6.3,152
"97950 Säikkä   (Posio )",21,..,..,..,..
"97960 Kuloharju-Säikkä   (Posio )",92,48,56.3,27.0,241
"97965 Kynsilä   (Posio )",90,39,69.2,6.9,233
"97970 Sirniö   (Posio )",67,31,64.5,25.9,235
"97980 Anetjärvi   (Posio )",128,74,55.4,25.5,205
"97999 Köngäs   (Kittilä )",0,0,0.0,0.0,0
"98100 Kemijärvi Keskus   (Kemijärvi )",2553,1197,63.7,15.2,227
"98120 Särkikangas   (Kemijärvi )",1755,954,58.0,17.8,212
"98230 Luusua-Karsimus   (Kemijärvi )",184,85,51.8,33.3,318
"98310 Karvakko   (Kemijärvi )",525,265,67.5,15.2,189
"98350 Tapionniemi   (Kemijärvi )",139,62,56.5,25.5,297
"98360 Vuostimo   (Kemijärvi )",141,61,55.7,20.9,292
"98400 Isokylä-Ryti-Lehtola   (Kemijärvi )",629,355,74.9,11.6,134
"98420 Ryti-Lehtola   (Kemijärvi )",124,73,64.4,23.0,164
"98440 Kallaanvaara   (Kemijärvi )",808,403,70.0,13.0,183
"98450 Kostamo   (Kemijärvi )",261,141,59.6,23.6,200
"98500 Pelkosenniemi Keskus   (Pelkosenniemi )",501,270,57.0,21.4,207
"98510 Saunavaara   (Pelkosenniemi )",49,23,47.8,26.7,346
"98530 Pyhätunturi   (Pelkosenniemi )",224,140,75.0,9.5,106
"98550 Suvanto   (Pelkosenniemi )",21,..,..,..,..
"98560 Kairala-Luiro   (Pelkosenniemi )",88,47,68.1,22.0,175
"98570 Aapajärvi   (Pelkosenniemi )",28,..,..,..,..
"98580 Luiro   (Pelkosenniemi )",34,19,84.2,5.9,113
"98600 Kursu   (Salla )",253,133,45.1,35.5,308
"98620 Pahkakumpu   (Salla )",62,36,52.8,32.1,210
"98630 Ahvenselkä   (Pelkosenniemi )",72,43,44.2,45.7,279
"98660 Salmivaara   (Salla )",120,66,68.2,15.1,167
"98710 Joutsijärvi   (Kemijärvi )",97,56,64.3,18.2,169
"98720 Suomutunturi   (Kemijärvi )",90,47,44.7,27.6,329
"98760 Hirvasvaara-Paloperä   (Salla )",65,32,65.6,25.0,196
"98770 Aholanvaara   (Salla )",42,10,50.0,16.7,740
"98780 Maaninkavaara   (Posio )",80,50,72.0,18.2,116
"98790 Paloperä   (Salla )",38,20,60.0,7.7,217
"98800 Savukoski Keskus-Värriö   (Savukoski )",513,276,65.6,15.0,179
"98810 Lunkkaus   (Savukoski )",35,19,78.9,0.0,119
"98820 Värriö   (Savukoski )",48,28,71.4,13.0,140
"98830 Martti-Ruuvaoja   (Savukoski )",151,96,59.4,26.9,165
"98840 Ruuvaoja   (Savukoski )",9,..,..,..,..
"98850 Kuosku   (Savukoski )",130,72,70.8,15.0,150
"98900 Salla Keskus   (Salla )",2144,1088,63.6,18.8,203
"98920 Kelloselkä   (Salla )",158,69,65.2,16.7,251
"98930 Kotalankylä   (Salla )",96,40,57.5,20.7,317
"98950 Saija   (Salla )",136,68,75.0,8.9,162
"98960 Naruska   (Salla )",49,26,80.8,4.5,123
"98970 Onkamojärvi   (Salla )",73,41,53.7,29.0,217
"98980 Kallunki-Niemelä   (Salla )",33,18,66.7,7.7,175
"98995 Hautajärvi   (Salla )",231,136,54.4,29.5,200
"99100 Kittilä Keskus   (Kittilä )",2768,1541,77.1,8.9,129
"99110 Kaukonen   (Kittilä )",334,196,68.4,13.5,144
"99120 Kallo   (Kittilä )",133,69,60.9,23.6,217
"99130 Sirkka-Rauhala   (Kittilä )",1163,854,84.3,5.4,61
"99135 Rauhala   (Kittilä )",23,..,..,..,..
"99140 Köngäs-Hanhivaara   (Kittilä )",215,134,83.6,5.9,90
"99150 Tepasto   (Kittilä )",93,54,68.5,15.9,145
"99160 Lompolo-Pulju   (Kittilä )",61,28,53.6,25.0,281
"99170 Pulju   (Kittilä )",23,..,..,..,..
"99180 Rautusjärvi   (Kittilä )",51,32,56.3,10.0,183
"99190 Hanhimaa   (Kittilä )",39,20,60.0,14.3,225
"99195 Pokka   (Kittilä )",10,..,..,..,..
"99230 Jeesiöjärvi   (Kittilä )",44,21,85.7,10.0,144
"99240 Kuivasalmi   (Kittilä )",28,..,..,..,..
"99250 Kiistala-Jeesiöjärvi   (Kittilä )",77,45,86.7,4.9,97
"99270 Hormakumpu   (Kittilä )",37,16,75.0,14.3,208
"99280 Tepsa   (Kittilä )",72,41,80.5,5.7,118
"99290 Kelontekemä   (Kittilä )",85,54,57.4,18.4,166
"99300 Muonio Keskus   (Muonio )",1811,991,77.9,6.3,132
"99310 Yli-Muonio   (Muonio )",145,84,73.8,8.8,130
"99320 Kätkäsuvanto   (Muonio )",119,66,69.7,9.8,148
"99330 Pallastunturi   (Muonio )",1,..,..,..,..
"99340 Raattama-Pallastunturi   (Kittilä )",141,84,61.9,26.8,166
"99360 Kangosjärvi   (Muonio )",140,79,63.3,21.9,169
"99400 Enontekiö Keskus   (Enontekiö )",725,404,66.3,16.3,167
"99410 Vuontisjärvi   (Enontekiö )",108,63,65.1,19.6,163
"99420 Peltovuoma   (Enontekiö )",160,92,55.4,28.2,196
"99430 Nunnanen   (Enontekiö )",79,40,65.0,21.2,204
"99440 Leppäjärvi   (Enontekiö )",134,81,55.6,25.0,179
"99450 Palojoensuu-Kuttanen   (Enontekiö )",102,46,52.2,22.6,308
"99460 Kuttanen   (Enontekiö )",59,37,70.3,16.1,127
"99470 Karesuvanto   (Enontekiö )",272,165,67.9,20.0,139
"99490 Kilpisjärvi   (Enontekiö )",163,118,70.3,19.4,94
"99510 Raudanjoki-Seipäjärvi   (Sodankylä )",68,33,72.7,4.0,162
"99520 Seipäjärvi   (Sodankylä )",27,..,..,..,..
"99530 Vuojärvi   (Sodankylä )",75,45,73.3,15.4,127
"99540 Torvinen   (Sodankylä )",150,74,79.7,11.9,150
"99550 Aska-Orakylä   (Sodankylä )",77,50,68.0,15.0,127
"99555 Luosto   (Sodankylä )",92,59,86.4,3.8,80
"99560 Orakylä   (Sodankylä )",271,167,71.3,9.2,128
"99600 Sodankylä Keskus   (Sodankylä )",5472,3159,71.9,9.9,139
"99610 Siurunmaa   (Sodankylä )",40,23,73.9,10.5,135
"99620 Kelujärvi   (Sodankylä )",233,145,71.7,16.8,124
"99640 Tanhua   (Savukoski )",87,43,58.1,24.2,235
"99645 Lokka   (Sodankylä )",77,46,63.0,3.3,166
"99650 Sattanen   (Sodankylä )",290,160,74.4,11.2,138
"99655 Sattasvaara   (Sodankylä )",112,59,69.5,8.9,167
"99660 Kersilö   (Sodankylä )",41,22,77.3,5.6,141
"99665 Moskuvaara   (Sodankylä )",36,30,76.7,4.2,57
"99670 Petkula   (Sodankylä )",31,23,60.9,12.5,121
"99690 Vuotso   (Sodankylä )",262,149,73.2,11.4,140
"99695 Tankavaara   (Sodankylä )",3,..,..,..,..
"99710 Vaalajärvi   (Sodankylä )",312,168,64.9,16.2,184
"99720 Riipi   (Sodankylä )",177,100,66.0,21.4,160
"99740 Syväjärvi   (Sodankylä )",158,96,61.5,18.1,163
"99750 Sassali   (Sodankylä )",55,33,66.7,24.1,139
"99760 Uimaniemi   (Sodankylä )",27,..,..,..,..
"99770 Jeesiö   (Sodankylä )",116,71,62.0,17.0,164
"99800 Ivalo   (Inari )",4673,2750,72.3,11.1,131
"99830 Saariselkä   (Inari )",367,283,87.3,5.0,48
"99860 Nellim   (Inari )",137,69,58.0,25.9,234
"99870 Inari Keskus-Lemmenjoki   (Inari )",1118,631,71.0,10.4,144
"99885 Lemmenjoki   (Inari )",51,32,65.6,16.0,143
"99910 Kaamanen-Partakko   (Inari )",168,96,56.3,19.4,195
"99930 Sevettijärvi-Näätämö   (Inari )",107,75,69.3,16.1,106
"99940 Näätämö   (Inari )",22,..,..,..,..
"99950 Karigasniemi   (Utsjoki )",303,172,72.1,6.8,135
"99980 Utsjoki Keskus   (Utsjoki )",689,343,69.7,9.1,177
"99990 Nuorgam   (Utsjoki )",225,131,72.5,10.4,130
