"Postal code area","Inhabitants, 2016 (PT)","Employed, 2016 (PT)","Unemployed, 2016 (PT)","Children aged 0 to 14, 2016 (PT)","Students, 2016 (PT)","Pensioners, 2016 (PT)","Others, 2016 (PT)"
"93350 Jaurakkajärvi   (Pudasjärvi )",146,34,11,27,4,68,2
"93390 Puhoskylä   (Pudasjärvi )",209,64,18,14,10,95,8
"93400 Taivalkoski Keskus   (Taivalkoski )",3125,1047,203,491,222,1087,75
"93420 Jurmu   (Taivalkoski )",240,96,17,24,13,86,4
"93440 Loukusa   (Taivalkoski )",50,16,7,3,1,23,0
"93470 Inget   (Taivalkoski )",152,51,7,24,15,51,4
"93540 Tyrövaara   (Taivalkoski )",347,103,35,80,25,98,6
"93590 Vanhala   (Taivalkoski )",203,71,25,16,13,75,3
"93600 Kuusamo   (Kuusamo )",9973,3646,564,1462,641,3310,350
"93700 Kurkijärvi - Oijusluoma   (Kuusamo )",1534,560,111,208,85,523,47
"93800 Muojärvi   (Kuusamo )",2294,875,132,451,144,624,68
"93830 Rukatunturi   (Kuusamo )",871,402,55,171,55,164,24
"93900 Oulangan kansallispuisto   (Kuusamo )",726,218,52,80,33,316,27
"93999 Lososaari   (Kuusamo )",0,0,0,0,0,0,0
"94100 Kemi Keskus   (Kemi )",6465,1889,562,585,661,2555,213
"94200 Torvinen-Vainio   (Kemi )",2452,815,210,378,160,815,74
"94300 Pajusaari   (Kemi )",313,127,20,51,18,90,7
"94400 Keminmaa Keskus   (Keminmaa )",2717,943,177,390,190,951,66
"94430 Kaakamo   (Tornio )",990,397,63,209,55,247,19
"94450 Lassila-Jokisuu   (Keminmaa )",2389,1095,138,561,177,371,47
"94460 Ruottala   (Tornio )",175,61,11,24,5,72,2
"94500 Lautiosaari   (Keminmaa )",2143,781,168,341,142,655,56
"94600 Ristikangas-Kivikko   (Kemi )",2797,1130,163,577,236,634,57
"94700 Takajärvi-Haukkari   (Kemi )",6111,2176,504,1054,477,1736,164
"94720 Peurasaari   (Kemi )",1041,486,63,155,66,248,23
"94800 Veitsiluoto   (Kemi )",0,0,0,0,0,0,0
"94830 Pikku Berliini-Hepola   (Kemi )",1783,475,185,221,83,754,65
"94900 Ajos   (Kemi )",351,132,30,68,20,91,10
"95100 Kuivaniemi Keskus   (Ii )",965,289,97,124,44,390,21
"95110 Kuivaniemi kk   (Ii )",314,112,25,42,14,119,2
"95130 Hyryoja   (Ii )",143,44,8,31,12,42,6
"95160 Oijärvi-Lamminperä   (Ii )",198,50,21,11,6,105,5
"95200 Simo Keskus   (Simo )",1310,417,83,194,66,521,29
"95210 Filpus   (Simo )",238,82,18,38,14,80,6
"95220 Simoniemi   (Simo )",320,107,22,61,21,102,7
"95225 Viantie   (Simo )",219,55,17,33,19,93,2
"95230 Maksniemi   (Simo )",797,269,49,138,57,262,22
"95255 Alaniemi   (Simo )",81,24,6,11,3,35,2
"95260 Tainionjoki   (Simo )",51,16,1,1,6,24,3
"95270 Yli-Kärppä-Tainionjoki   (Simo )",123,42,8,19,6,44,4
"95300 Tervola Keskus   (Tervola )",1709,571,118,262,112,602,44
"95310 Liedakkala   (Keminmaa )",451,181,30,83,36,112,9
"95315 Törmä   (Keminmaa )",208,83,15,28,14,65,3
"95325 Paakkola   (Tervola )",168,67,9,20,10,59,3
"95330 Tervola   (Tervola )",497,172,46,70,34,163,12
"95340 Loue   (Tervola )",261,92,16,44,16,89,4
"95350 Peura   (Tervola )",20,..,..,..,..,..,..
"95355 Koivu-Peura   (Tervola )",263,71,27,33,16,108,8
"95365 Maula   (Keminmaa )",267,95,14,43,22,90,3
"95370 Itäkoski   (Keminmaa )",189,74,11,22,6,73,3
"95375 Yli-Paakkola   (Tervola )",110,37,5,25,7,31,5
"95400 Tornio Keskus   (Tornio )",2648,799,210,176,266,1126,71
"95410 Kiviranta   (Tornio )",3197,1230,240,600,210,835,82
"95420 Miukki-Palosaari-Luotomäki   (Tornio )",3787,1421,367,621,302,958,118
"95430 Suensaari   (Tornio )",1231,426,112,171,108,358,56
"95440 Kyläjoki   (Tornio )",935,366,58,202,73,218,18
"95450 Kirkonmäki   (Tornio )",3564,1641,193,855,278,517,80
"95460 Kantojärvi   (Tornio )",1077,424,48,258,86,227,34
"95470 Pirkkiö-Röyttä   (Tornio )",950,418,57,181,71,201,22
"95490 Terästehtaanalue   (Tornio )",0,0,0,0,0,0,0
"95500 Vojakkala-Yli-Liakka   (Tornio )",1115,466,61,198,85,278,27
"95520 Kukkola   (Tornio )",323,124,32,43,9,109,6
"95530 Karunki   (Tornio )",795,255,47,182,42,253,16
"95540 Korpikylä   (Tornio )",74,19,6,11,3,34,1
"95560 Aapajoki   (Tornio )",206,81,8,42,21,49,5
"95590 Arpela   (Tornio )",803,338,47,119,54,234,11
"95600 Ylitornio Keskus   (Ylitornio )",2044,725,133,205,131,814,36
"95610 Kainuunkylä   (Ylitornio )",224,92,14,21,8,86,3
"95615 Pekanpää   (Ylitornio )",103,45,2,13,6,36,1
"95620 Aavasaksa   (Ylitornio )",420,148,24,48,25,158,17
"95630 Kuivakangas   (Ylitornio )",154,65,11,24,9,43,2
"95635 Kaulinranta   (Ylitornio )",238,77,11,32,14,98,6
"95640 Juoksenki   (Pello )",203,64,18,8,5,102,6
"95645 Turtola   (Pello )",275,92,20,33,11,112,7
"95655 Etelä-Portimojärvi   (Ylitornio )",131,46,14,20,9,39,3
"95660 Kantomaanpää   (Ylitornio )",168,56,12,11,8,79,2
"95670 Pessalompolo   (Ylitornio )",114,22,8,9,2,71,2
"95675 Meltosjärvi   (Ylitornio )",139,19,4,11,9,92,4
"95680 Lohijärvi   (Ylitornio )",56,11,5,2,1,37,0
"95690 Mellakoski   (Ylitornio )",174,58,15,20,8,69,4
"95700 Pello Keskus   (Pello )",2236,751,134,224,86,986,55
"95710 Naamijoki   (Pello )",43,21,7,1,0,14,0
"95720 Jarhoinen   (Pello )",42,12,5,7,2,13,3
"95750 Orajärvi   (Pello )",115,33,9,10,6,56,1
"95760 Konttajärvi   (Pello )",102,30,5,9,4,53,1
"95770 Lankojärvi   (Pello )",186,54,11,21,10,85,5
"95780 Sirkkakoski   (Pello )",110,42,11,3,3,48,3
"95790 Lampsijärvi   (Pello )",82,27,8,8,2,35,2
"95800 Sieppijärvi-Taapajärvi   (Kolari )",479,150,39,53,21,196,20
"95830 Vaattojärvi   (Kolari )",168,67,9,28,5,50,9
"95840 Venejärvenkylä   (Kolari )",71,20,6,3,6,34,2
"95850 Ruokojärvi   (Kolari )",30,11,2,4,0,12,1
"95860 Pasmajärvi   (Kolari )",37,15,5,1,2,12,2
"95900 Kolari Keskus   (Kolari )",1794,662,115,246,93,630,48
"95920 Saaripudas   (Kolari )",162,62,11,18,8,61,2
"95930 Äkäsjoensuu   (Kolari )",120,50,7,10,5,43,5
"95940 Tapojärvi   (Muonio )",50,19,4,5,4,17,1
"95950 Kihlanki-Tapojärvi   (Muonio )",53,20,5,10,3,14,1
"95970 Äkäslompolo   (Muonio )",540,290,29,97,24,72,28
"95980 Ylläsjärvi   (Kolari )",254,140,14,56,13,26,5
"95990 Kurtakko   (Kolari )",78,42,3,5,5,23,0
"96100 Rovaniemi Keskus   (Rovaniemi )",10194,4226,759,1033,1071,2877,228
"96190 Lapinrinne-Ahokangas   (Rovaniemi )",4051,1872,219,1068,284,534,74
"96200 Sahanperä-Ratantaus   (Rovaniemi )",4886,1962,415,481,490,1416,122
"96300 Niemelänkangas-Korvanniemi   (Rovaniemi )",5739,2445,446,709,1102,909,128
"96320 Teollisuuskylä   (Rovaniemi )",25,..,..,..,..,..,..
"96400 Pullinranta-Kiiruna   (Rovaniemi )",3601,1568,208,501,449,788,87
"96440 Ounasrinne   (Rovaniemi )",3224,1215,337,667,296,601,108
"96460 Pöykkölä   (Rovaniemi )",2759,1384,130,675,187,339,44
"96500 Korkalovaara   (Rovaniemi )",5738,2213,534,957,463,1409,162
"96600 Koskenkylä   (Rovaniemi )",1224,550,71,267,100,217,19
"96700 Niskanperä   (Rovaniemi )",771,356,51,186,60,104,14
"96800 Ylikylä-Patosaari   (Rovaniemi )",1801,778,131,499,117,243,33
"96900 Saarenkylä   (Rovaniemi )",7110,3114,322,1558,497,1519,100
"96910 Syväsenvaara   (Rovaniemi )",2886,1280,164,497,192,702,51
"96930 Napapiiri Rovaniemi   (Rovaniemi )",69,26,10,15,8,10,0
"96960 Someroharju   (Rovaniemi )",151,86,14,35,5,8,3
"97110 Rautionsaari   (Rovaniemi )",494,180,28,93,48,134,11
"97130 Hirvas   (Rovaniemi )",864,367,72,217,45,144,19
"97140 Muurola   (Rovaniemi )",1182,358,122,185,72,421,24
"97145 Totonvaara   (Rovaniemi )",10,..,..,..,..,..,..
"97160 Petäjäinen   (Rovaniemi )",114,41,14,11,11,32,5
"97170 Jaatila   (Rovaniemi )",170,65,14,22,14,47,8
"97220 Sinettä   (Rovaniemi )",830,339,65,172,70,169,15
"97240 Sonka   (Rovaniemi )",285,80,15,22,8,154,6
"97250 Raanujärvi   (Ylitornio )",195,59,17,20,11,86,2
"97280 Tapio   (Rovaniemi )",296,103,13,30,11,137,2
"97290 Marraskoski   (Rovaniemi )",108,37,9,13,7,40,2
"97310 Patokoski   (Rovaniemi )",154,51,13,19,5,61,5
"97320 Marrasjärvi   (Rovaniemi )",67,20,5,4,0,36,2
"97330 Rattosjärvi   (Pello )",50,18,5,3,0,24,0
"97335 Ruuhivaara   (Pello )",84,23,4,13,3,35,6
"97340 Meltaus-Jääskö-Perttaus   (Rovaniemi )",284,76,27,21,10,148,2
"97370 Unarin-Luusua   (Sodankylä )",46,19,5,1,1,20,0
"97380 Kukasranta   (Sodankylä )",28,..,..,..,..,..,..
"97390 Kierinki   (Sodankylä )",129,35,9,6,4,68,7
"97420 Lohiniva   (Kittilä )",407,129,42,46,13,167,10
"97430 Taapajärvi   (Kolari )",4,..,..,..,..,..,..
"97470 Alakylä-Sailehto   (Kittilä )",137,52,12,9,7,53,4
"97510 Vikajärvi   (Rovaniemi )",176,67,17,24,8,52,8
"97520 Nampa   (Rovaniemi )",43,16,3,1,1,22,0
"97530 Nampa-Yli-Nampa   (Rovaniemi )",84,23,7,6,2,46,0
"97540 Tiainen   (Rovaniemi )",82,23,11,3,1,42,2
"97580 Misi   (Rovaniemi )",80,22,10,2,3,40,3
"97590 Raajärvi   (Kemijärvi )",9,..,..,..,..,..,..
"97610 Oikarainen   (Rovaniemi )",462,187,35,69,43,124,4
"97615 Tennirova   (Rovaniemi )",27,..,..,..,..,..,..
"97620 Viiri-Tennirova   (Rovaniemi )",77,32,10,8,1,26,0
"97625 Vanttauskoski   (Rovaniemi )",331,91,27,43,16,149,5
"97630 Pekkala   (Rovaniemi )",109,24,13,17,5,50,0
"97635 Juuniemi   (Rovaniemi )",71,27,6,1,1,33,3
"97645 Juujärvi   (Kemijärvi )",112,23,7,4,0,75,3
"97650 Juotas   (Rovaniemi )",130,44,12,11,3,53,7
"97655 Autti   (Rovaniemi )",146,34,13,8,8,77,6
"97665 Pohjasperä   (Ranua )",176,54,11,14,5,85,7
"97670 Kivitaipale   (Rovaniemi )",265,102,21,56,9,71,6
"97675 Narkaus-Kämät   (Rovaniemi )",139,55,12,16,2,51,3
"97680 Saari-Kämä   (Rovaniemi )",86,34,9,20,4,17,2
"97685 Siika-Kämä   (Rovaniemi )",36,9,3,0,0,23,1
"97690 Sulaoja   (Rovaniemi )",121,47,15,19,8,31,1
"97700 Ranua Keskus   (Ranua )",3118,982,202,630,227,990,87
"97715 Raiskio   (Ranua )",183,59,17,13,5,80,9
"97720 Yli-Simo-Raiskio   (Ranua )",88,30,14,8,2,33,1
"97760 Saariharju   (Ranua )",121,35,13,16,5,46,6
"97765 Kuha-Impiö-Itäranua   (Ranua )",93,23,3,19,11,33,4
"97770 Petäjäjärvi   (Ranua )",13,..,..,..,..,..,..
"97780 Kuukasjärvi-Petäjäjärvi   (Ranua )",105,28,5,32,8,24,8
"97785 Kelankylä   (Ranua )",65,21,9,3,4,27,1
"97810 Suorsa   (Posio )",18,..,..,..,..,..,..
"97815 Pernu-Suorsa   (Posio )",65,23,5,9,4,23,1
"97820 Perä-Posio   (Posio )",96,19,6,5,4,59,3
"97840 Lehtiniemi   (Posio )",105,42,6,11,11,34,1
"97850 Ristilä   (Posio )",87,13,14,4,3,52,1
"97870 Jumisko   (Posio )",42,8,4,2,2,26,0
"97880 Nolimo-Jumisko   (Posio )",39,13,7,3,2,11,3
"97890 Karjalaisenniemi   (Posio )",238,97,20,36,9,69,7
"97895 Mourujärvi   (Posio )",101,39,13,6,4,38,1
"97900 Posio Keskus   (Posio )",1844,533,159,186,77,857,32
"97920 Suonnankylä   (Posio )",104,37,11,16,5,31,4
"97925 Tolva   (Posio )",60,18,6,2,1,33,0
"97940 Lohiranta   (Posio )",84,36,4,5,5,34,0
"97950 Säikkä   (Posio )",13,..,..,..,..,..,..
"97960 Kuloharju-Säikkä   (Posio )",98,25,13,4,3,51,2
"97965 Kynsilä   (Posio )",91,29,5,9,0,46,2
"97970 Sirniö   (Posio )",74,16,10,6,6,34,2
"97980 Anetjärvi   (Posio )",138,38,23,9,9,57,2
"97999 Köngäs   (Kittilä )",0,0,0,0,0,0,0
"98100 Kemijärvi Keskus   (Kemijärvi )",2569,772,155,208,121,1264,49
"98120 Särkikangas   (Kemijärvi )",1767,521,171,163,91,761,60
"98230 Luusua-Karsimus   (Kemijärvi )",185,49,15,6,4,104,7
"98310 Karvakko   (Kemijärvi )",543,186,45,74,22,209,7
"98350 Tapionniemi   (Kemijärvi )",139,41,15,10,2,70,1
"98360 Vuostimo   (Kemijärvi )",151,33,11,18,5,78,6
"98400 Isokylä-Ryti-Lehtola   (Kemijärvi )",648,275,47,87,34,195,10
"98420 Ryti-Lehtola   (Kemijärvi )",128,43,19,11,7,44,4
"98440 Kallaanvaara   (Kemijärvi )",828,299,49,122,52,289,17
"98450 Kostamo   (Kemijärvi )",279,89,40,35,12,100,3
"98500 Pelkosenniemi Keskus   (Pelkosenniemi )",489,151,45,40,23,216,14
"98510 Saunavaara   (Pelkosenniemi )",56,17,2,6,4,26,1
"98530 Pyhätunturi   (Pelkosenniemi )",230,111,13,31,7,61,7
"98550 Suvanto   (Pelkosenniemi )",22,..,..,..,..,..,..
"98560 Kairala-Luiro   (Pelkosenniemi )",83,27,7,5,1,39,4
"98570 Aapajärvi   (Pelkosenniemi )",33,4,3,0,0,25,1
"98580 Luiro   (Pelkosenniemi )",36,15,2,2,2,15,0
"98600 Kursu   (Salla )",264,65,37,23,10,126,3
"98620 Pahkakumpu   (Salla )",55,13,7,3,3,26,3
"98630 Ahvenselkä   (Pelkosenniemi )",76,20,16,13,2,25,0
"98660 Salmivaara   (Salla )",122,48,9,9,2,52,2
"98710 Joutsijärvi   (Kemijärvi )",100,40,8,4,3,40,5
"98720 Suomutunturi   (Kemijärvi )",98,24,12,7,3,44,8
"98760 Hirvasvaara-Paloperä   (Salla )",65,21,10,0,1,33,0
"98770 Aholanvaara   (Salla )",41,3,3,1,1,33,0
"98780 Maaninkavaara   (Posio )",82,31,11,11,6,20,3
"98790 Paloperä   (Salla )",41,15,0,2,0,22,2
"98800 Savukoski Keskus-Värriö   (Savukoski )",541,175,52,60,24,211,19
"98810 Lunkkaus   (Savukoski )",37,13,2,2,3,17,0
"98820 Värriö   (Savukoski )",43,19,6,8,1,8,1
"98830 Martti-Ruuvaoja   (Savukoski )",154,55,20,10,7,52,10
"98840 Ruuvaoja   (Savukoski )",12,..,..,..,..,..,..
"98850 Kuosku   (Savukoski )",133,54,11,22,9,33,4
"98900 Salla Keskus   (Salla )",2184,715,182,228,88,928,43
"98920 Kelloselkä   (Salla )",156,44,12,23,5,69,3
"98930 Kotalankylä   (Salla )",95,25,5,13,2,46,4
"98950 Saija   (Salla )",147,53,7,13,11,61,2
"98960 Naruska   (Salla )",52,21,3,5,5,17,1
"98970 Onkamojärvi   (Salla )",73,22,7,6,3,32,3
"98980 Kallunki-Niemelä   (Salla )",36,12,1,0,1,21,1
"98995 Hautajärvi   (Salla )",241,68,39,11,12,105,6
"99100 Kittilä Keskus   (Kittilä )",2783,1174,153,528,146,726,56
"99110 Kaukonen   (Kittilä )",346,143,18,48,26,98,13
"99120 Kallo   (Kittilä )",131,39,12,14,4,58,4
"99130 Sirkka-Rauhala   (Kittilä )",1152,684,48,189,59,134,38
"99135 Rauhala   (Kittilä )",21,..,..,..,..,..,..
"99140 Köngäs-Hanhivaara   (Kittilä )",215,113,7,40,5,42,8
"99150 Tepasto   (Kittilä )",94,36,10,11,4,29,4
"99160 Lompolo-Pulju   (Kittilä )",62,14,4,5,1,35,3
"99170 Pulju   (Kittilä )",23,..,..,..,..,..,..
"99180 Rautusjärvi   (Kittilä )",54,18,3,4,2,24,3
"99190 Hanhimaa   (Kittilä )",41,13,2,4,2,17,3
"99195 Pokka   (Kittilä )",10,..,..,..,..,..,..
"99230 Jeesiöjärvi   (Kittilä )",45,16,3,3,0,21,2
"99240 Kuivasalmi   (Kittilä )",26,..,..,..,..,..,..
"99250 Kiistala-Jeesiöjärvi   (Kittilä )",72,31,2,5,5,28,1
"99270 Hormakumpu   (Kittilä )",35,12,2,7,0,14,0
"99280 Tepsa   (Kittilä )",69,31,1,10,2,25,0
"99290 Kelontekemä   (Kittilä )",91,35,8,6,7,32,3
"99300 Muonio Keskus   (Muonio )",1824,748,71,287,118,536,64
"99310 Yli-Muonio   (Muonio )",148,62,9,18,4,53,2
"99320 Kätkäsuvanto   (Muonio )",115,47,6,15,4,36,7
"99330 Pallastunturi   (Muonio )",0,0,0,0,0,0,0
"99340 Raattama-Pallastunturi   (Kittilä )",146,61,13,25,1,38,8
"99360 Kangosjärvi   (Muonio )",144,52,15,26,11,35,5
"99400 Enontekiö Keskus   (Enontekiö )",689,264,50,88,39,233,15
"99410 Vuontisjärvi   (Enontekiö )",109,43,8,16,4,35,3
"99420 Peltovuoma   (Enontekiö )",167,55,24,26,10,49,3
"99430 Nunnanen   (Enontekiö )",79,24,9,10,4,30,2
"99440 Leppäjärvi   (Enontekiö )",146,50,23,11,9,48,5
"99450 Palojoensuu-Kuttanen   (Enontekiö )",104,30,7,2,1,63,1
"99460 Kuttanen   (Enontekiö )",59,28,5,9,1,14,2
"99470 Karesuvanto   (Enontekiö )",272,122,25,40,8,69,8
"99490 Kilpisjärvi   (Enontekiö )",158,84,14,20,13,24,3
"99510 Raudanjoki-Seipäjärvi   (Sodankylä )",65,24,2,5,3,30,1
"99520 Seipäjärvi   (Sodankylä )",29,..,..,..,..,..,..
"99530 Vuojärvi   (Sodankylä )",84,35,5,12,6,24,2
"99540 Torvinen   (Sodankylä )",151,58,6,39,6,37,5
"99550 Aska-Orakylä   (Sodankylä )",72,28,8,8,5,19,4
"99555 Luosto   (Sodankylä )",82,41,4,8,3,25,1
"99560 Orakylä   (Sodankylä )",276,119,19,37,16,80,5
"99600 Sodankylä Keskus   (Sodankylä )",5557,2257,299,823,355,1670,153
"99610 Siurunmaa   (Sodankylä )",38,17,1,5,3,11,1
"99620 Kelujärvi   (Sodankylä )",236,105,24,22,13,71,1
"99640 Tanhua   (Savukoski )",85,27,7,7,2,41,1
"99645 Lokka   (Sodankylä )",85,25,4,4,6,41,5
"99650 Sattanen   (Sodankylä )",291,119,15,49,15,88,5
"99655 Sattasvaara   (Sodankylä )",115,38,12,11,7,46,1
"99660 Kersilö   (Sodankylä )",46,19,2,4,1,20,0
"99665 Moskuvaara   (Sodankylä )",36,20,1,0,5,8,2
"99670 Petkula   (Sodankylä )",35,14,4,1,3,12,1
"99690 Vuotso   (Sodankylä )",256,103,16,31,12,91,3
"99695 Tankavaara   (Sodankylä )",2,..,..,..,..,..,..
"99710 Vaalajärvi   (Sodankylä )",304,111,14,46,21,105,7
"99720 Riipi   (Sodankylä )",169,62,17,19,7,60,4
"99740 Syväjärvi   (Sodankylä )",165,63,16,11,8,60,7
"99750 Sassali   (Sodankylä )",53,21,6,7,2,16,1
"99760 Uimaniemi   (Sodankylä )",29,..,..,..,..,..,..
"99770 Jeesiö   (Sodankylä )",118,40,13,8,11,44,2
"99800 Ivalo   (Inari )",4688,1973,292,595,274,1457,97
"99830 Saariselkä   (Inari )",358,233,20,41,9,47,8
"99860 Nellim   (Inari )",139,46,18,3,1,70,1
"99870 Inari Keskus-Lemmenjoki   (Inari )",1100,435,65,175,67,336,22
"99885 Lemmenjoki   (Inari )",53,21,5,3,2,20,2
"99910 Kaamanen-Partakko   (Inari )",162,57,15,9,6,70,5
"99930 Sevettijärvi-Näätämö   (Inari )",109,45,12,10,7,33,2
"99940 Näätämö   (Inari )",19,..,..,..,..,..,..
"99950 Karigasniemi   (Utsjoki )",308,132,16,57,14,82,7
"99980 Utsjoki Keskus   (Utsjoki )",706,260,30,93,30,270,23
"99990 Nuorgam   (Utsjoki )",207,98,12,32,14,44,7
