"Year","Quarter","Building type","Postal code","Year of construction","Mean"
"2015","Whole year","Building types total","21610","Year of construction, total",.
"2015","Whole year","Building types total","21620","Year of construction, total",1981
"2015","Whole year","Building types total","21630","Year of construction, total",.
"2015","Whole year","Building types total","21650","Year of construction, total",.
"2015","Whole year","Building types total","21660","Year of construction, total",1446
"2015","Whole year","Building types total","21710","Year of construction, total",.
"2015","Whole year","Building types total","21750","Year of construction, total",.
"2015","Whole year","Building types total","21760","Year of construction, total",.
"2015","Whole year","Building types total","21770","Year of construction, total",.
"2015","Whole year","Building types total","21800","Year of construction, total",927
"2015","Whole year","Building types total","21820","Year of construction, total",.
"2015","Whole year","Building types total","21860","Year of construction, total",.
"2015","Whole year","Building types total","21870","Year of construction, total",1204
"2015","Whole year","Building types total","21880","Year of construction, total",.
"2015","Whole year","Building types total","21900","Year of construction, total",853
"2015","Whole year","Building types total","21930","Year of construction, total",.
"2015","Whole year","Building types total","23100","Year of construction, total",1251
"2015","Whole year","Building types total","23120","Year of construction, total",.
"2015","Whole year","Building types total","23140","Year of construction, total",.
